area,archivo,linea,riesgo,es_gate,contexto_rol,usa_helper,patron,codigo
frontend,frontend/src/pages/Layout.js,322,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,328,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,334,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,340,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,346,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,352,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,358,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,364,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,370,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,376,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,382,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,388,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,394,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,400,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor,"roles: ['Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,408,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador'],"
frontend,frontend/src/pages/Layout.js,414,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador'],"
frontend,frontend/src/pages/Layout.js,420,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor,"roles: ['Supervisor', 'Administrador'],"
frontend,frontend/src/pages/Layout.js,427,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador'],"
frontend,frontend/src/pages/Layout.js,433,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,439,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,445,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor,"roles: ['Operador', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,451,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,459,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador'],"
frontend,frontend/src/pages/Layout.js,465,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,471,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor|Usuario,"roles: ['Usuario', 'Supervisor', 'Administrador']"
frontend,frontend/src/pages/Layout.js,479,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor,"roles: ['Supervisor', 'Administrador'],"
frontend,frontend/src/pages/Layout.js,486,BAJO,NO,NO,NO,nombre_legacy:Administrador,roles: ['Administrador']
frontend,frontend/src/pages/Layout.js,494,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor,"roles: ['Supervisor', 'Administrador'],"
frontend,frontend/src/pages/Layout.js,501,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor,"roles: ['Supervisor', 'Administrador'],"
frontend,frontend/src/pages/Layout.js,510,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador|Administrador|Supervisor,"{ name: 'Centro de Control', href: '/centro-control', icon: Shield, roles: ['SuperAdministrador', 'SUPERADMIN', 'Administrador', 'ADMIN', 'Supervisor', 'Director'] },"
frontend,frontend/src/pages/Layout.js,511,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador|Administrador,"{ name: 'Servidores', href: '/servidores', icon: Server, roles: ['SuperAdministrador', 'SUPERADMIN', 'Administrador', 'ADMIN'] },"
frontend,frontend/src/pages/Layout.js,512,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador|Administrador|Supervisor,"{ name: 'Programación', href: '/scheduler', icon: Clock, roles: ['SuperAdministrador', 'SUPERADMIN', 'Administrador', 'ADMIN', 'Supervisor'] },"
frontend,frontend/src/pages/Layout.js,513,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador|Administrador|Supervisor,"{ name: 'Automatizaciones', href: '/automatizaciones', icon: CalendarCheck, roles: ['SuperAdministrador', 'SUPERADMIN', 'Administrador', 'ADMIN', 'Supervisor', 'Gerente', 'Director', 'Auditor'] },"
frontend,frontend/src/pages/Layout.js,514,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador|Administrador,"{ name: 'Asignaciones', href: '/configuracion/asignaciones', icon: UserCog, roles: ['SuperAdministrador', 'SUPERADMIN', 'Administrador', 'ADMIN'] },"
frontend,frontend/src/pages/Layout.js,515,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador|Administrador|Supervisor,"{ name: 'Catálogo SQL', href: '/catalogo-consultas', icon: Database, roles: ['SuperAdministrador', 'SUPERADMIN', 'Supervisor', 'Administrador', 'ADMIN'] },"
frontend,frontend/src/pages/Layout.js,516,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador|Administrador,"{ name: 'Explorador BD', href: '/explorador-bd', icon: TableProperties, roles: ['SuperAdministrador', 'SUPERADMIN', 'Administrador', 'ADMIN'] },"
frontend,frontend/src/pages/Layout.js,517,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador|Administrador|Supervisor,"{ name: 'Alertas', href: '/alertas', icon: Bell, roles: ['SuperAdministrador', 'SUPERADMIN', 'Supervisor', 'Administrador', 'ADMIN'] },"
frontend,frontend/src/pages/Layout.js,518,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador|Administrador,"{ name: 'Usuarios', href: '/usuarios', icon: Users, roles: ['SuperAdministrador', 'SUPERADMIN', 'Administrador', 'ADMIN'] },"
frontend,frontend/src/pages/Layout.js,519,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador|Administrador,"{ name: 'Config. Operativa', href: '/admin/configuracion-operativa', icon: Settings, roles: ['SuperAdministrador', 'SUPERADMIN', 'Administrador', 'ADMIN'] },"
frontend,frontend/src/pages/Layout.js,520,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador,"{ name: 'DBA Diagnóstico', href: '/admin/dba-credential', icon: Key, roles: ['SuperAdministrador', 'SUPERADMIN'] },"
frontend,frontend/src/pages/Nominas.js,33,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor,"'Gerencia': ['Administrador', 'Supervisor'],"
frontend,frontend/src/pages/Nominas.js,34,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor,"'RH': ['Administrador', 'Supervisor'],"
frontend,frontend/src/pages/Nominas.js,35,BAJO,NO,NO,NO,nombre_legacy:Administrador|Supervisor,"'Maquilador': ['Administrador', 'Supervisor', 'Maquilador'],"
frontend,frontend/src/pages/Nominas.js,36,BAJO,NO,NO,NO,nombre_legacy:Administrador,"'Tesorería': ['Administrador', 'Tesoreria'],"
frontend,frontend/src/pages/Nominas.js,37,BAJO,NO,NO,NO,nombre_legacy:Administrador,'Sistema': ['Administrador']
frontend,frontend/src/pages/Usuarios.js,570,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador,"'SuperAdministrador': 'bg-purple-100 text-purple-700 border-purple-200',"
frontend,frontend/src/pages/Usuarios.js,572,BAJO,NO,NO,NO,nombre_legacy:Administrador,"'Administrador': 'bg-red-100 text-red-700 border-red-200',"
frontend,frontend/src/pages/Usuarios.js,574,BAJO,NO,NO,NO,nombre_legacy:Supervisor,"'Supervisor': 'bg-blue-100 text-blue-700 border-blue-200',"
frontend,frontend/src/pages/Usuarios.js,576,BAJO,NO,NO,NO,nombre_legacy:Usuario,"'Usuario': 'bg-green-100 text-green-700 border-green-200',"
frontend,frontend/src/pages/Usuarios.js,592,BAJO,NO,NO,NO,nombre_legacy:Usuario,"'Usuario': 1,"
frontend,frontend/src/pages/Usuarios.js,594,BAJO,NO,NO,NO,nombre_legacy:Supervisor,"'Supervisor': 2,"
frontend,frontend/src/pages/Usuarios.js,596,BAJO,NO,NO,NO,nombre_legacy:Administrador,"'Administrador': 3,"
frontend,frontend/src/pages/Usuarios.js,599,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador,"'SuperAdministrador': 100,"
frontend,frontend/src/pages/Usuarios.js,1780,BAJO,NO,NO,NO,nombre_legacy:Usuario,"<SelectItem value=""Usuario"">Usuario</SelectItem>"
frontend,frontend/src/pages/Usuarios.js,1781,BAJO,NO,NO,NO,nombre_legacy:Supervisor,"<SelectItem value=""Supervisor"">Supervisor</SelectItem>"
frontend,frontend/src/pages/Usuarios.js,1782,BAJO,NO,NO,NO,nombre_legacy:Administrador,"<SelectItem value=""Administrador"">Administrador</SelectItem>"
frontend,frontend/src/pages/comercial/PricingIACharts.jsx,281,BAJO,NO,NO,NO,nombre_legacy:Usuario,"['Fecha', 'Producto', 'Tipo', 'Confianza', 'Revisión', 'Precio Actual', 'Precio Sugerido', 'Usuario'],"
frontend,frontend/src/utils/styleHelpers.js,61,BAJO,NO,NO,NO,nombre_legacy:Administrador,"'Administrador': 'bg-red-100',"
frontend,frontend/src/utils/styleHelpers.js,62,BAJO,NO,NO,NO,nombre_legacy:SuperAdministrador,"'SuperAdministrador': 'bg-purple-100',"
frontend,frontend/src/utils/styleHelpers.js,63,BAJO,NO,NO,NO,nombre_legacy:Supervisor,"'Supervisor': 'bg-blue-100',"
